Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
5860,0.31,Ideal,D,VVS2,61.2,56.0,4.35,4.37,2.67,804
7069,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
7643,0.71,Very Good,F,SI2,60.9,56.0,5.8,5.83,3.54,2036
1310,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4151
8773,2.35,Premium,H,SI1,62.6,60.0,8.42,8.38,5.26,17999
7924,0.72,Very Good,I,VS1,63.8,59.0,5.63,5.71,3.62,2441
1383,1.29,Ideal,J,SI1,61.6,57.0,7.0,7.06,4.33,5237
20091,0.71,Premium,G,VS2,60.3,60.0,5.76,5.81,3.49,2671
10693,0.31,Premium,D,SI1,61.4,58.0,4.34,4.39,2.68,571
23118,0.77,Very Good,G,VS1,62.3,58.0,5.82,5.86,3.64,3240
3669,0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1774
2099,0.7,Fair,H,SI1,,59.0,5.54,5.5,3.59,1803
10947,0.5,Ideal,E,VS2,61.6,57.0,5.09,5.13,3.15,1575
2904,0.86,Ideal,D,SI2,60.2,56.0,6.16,6.19,3.72,3284
11803,0.32,Ideal,G,VVS2,61.5,57.0,4.39,4.43,2.71,730
14432,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,603
26827,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1689
8355,0.54,Ideal,I,IF,60.8,56.0,5.28,5.37,3.24,1669
22737,1.4,Ideal,G,VVS1,60.8,57.0,7.21,7.23,4.39,15134
19810,1.05,Ideal,I,VS2,62.2,56.0,6.52,6.5,4.05,3428
9108,0.3,Very Good,G,SI1,62.6,57.0,4.25,4.34,2.69,447
24967,1.01,Good,J,VS2,63.3,54.0,6.34,6.42,4.04,3555
26718,0.9,Good,I,VS2,63.8,55.0,6.07,6.16,3.9,3303
878,0.69,Ideal,G,SI2,62.7,54.0,5.71,5.64,3.56,1711
18599,1.02,Ideal,J,VS2,62.0,56.0,6.42,6.45,3.99,4485
22049,1.16,Very Good,H,SI2,62.8,59.0,6.7,6.64,4.19,5799
4312,0.71,Ideal,G,VVS2,61.5,56.0,5.74,5.69,3.52,3504
26535,0.37,Premium,E,VS2,60.3,58.0,4.66,4.63,2.8,1041
12301,0.3,Premium,I,VS1,59.8,60.0,4.36,4.34,2.6,608
24138,1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,4200
26953,0.31,Premium,E,SI1,58.3,60.0,4.51,4.48,2.62,698
20011,0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,3073
15597,0.79,Ideal,E,SI1,61.6,55.0,5.94,6.04,3.69,3715
15697,1.01,Premium,J,VS2,61.0,61.0,6.28,6.22,3.81,3722
844,0.3,Ideal,E,VVS2,61.8,56.0,4.31,4.33,2.67,789
19540,0.31,Very Good,G,VS1,60.8,61.0,4.33,4.35,2.64,625
8047,0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,1803
19982,0.3,Ideal,E,VVS2,61.7,53.8,4.31,4.34,2.67,779
10563,1.5,Ideal,E,SI1,60.4,59.0,7.38,7.43,4.47,12265
4285,0.5,Very Good,G,VVS1,62.3,59.0,5.01,5.04,3.13,1966
10625,0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087
14295,0.4,Premium,H,VVS2,60.6,60.0,4.79,4.75,2.89,1125
72,0.44,Ideal,I,VVS2,60.8,56.0,4.9,4.93,2.99,912
25063,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72,523
10650,0.31,Ideal,D,SI1,62.2,54.0,4.36,4.39,2.72,565
11775,0.54,Premium,D,SI1,60.0,58.0,5.26,5.3,3.17,1551
12321,0.41,Premium,G,VS2,60.9,61.0,4.75,4.74,2.89,1061
4886,0.7,Premium,D,SI2,62.1,60.0,5.73,5.71,3.55,2319
22827,1.01,Good,F,SI2,63.3,57.0,6.37,6.39,4.04,4221
11005,1.5,Good,E,VS2,63.9,58.0,7.2,7.24,4.61,13899
8828,0.93,Premium,F,SI2,61.3,62.0,6.26,6.17,3.81,3317
14460,0.5,Premium,E,VS2,62.9,59.0,5.09,5.06,3.19,1746
10245,0.71,Premium,E,SI1,61.8,59.0,5.7,5.75,3.54,2792
20408,1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
10375,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0,1289
20138,2.01,Ideal,I,VS1,62.5,56.0,8.0,7.96,4.99,17523
19356,2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
16402,0.7,Very Good,D,VS2,60.8,59.0,5.67,5.71,3.46,2928
22424,1.52,Very Good,I,SI1,62.6,60.0,7.3,7.33,4.58,8703
26944,0.39,Ideal,I,VS1,62.5,54.0,4.7,4.67,2.92,1047
10394,0.83,Premium,G,SI1,62.3,58.0,6.01,5.97,3.73,2863
2024,0.9,Premium,G,SI1,62.2,60.0,6.14,6.07,3.8,3984
21730,0.53,Premium,F,SI1,62.0,59.0,5.23,5.16,3.22,1428
11269,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
13507,1.02,Ideal,E,SI2,62.4,55.0,6.44,6.47,4.03,4398
13181,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,800
21059,0.55,Ideal,G,VS1,60.9,55.0,5.29,5.32,3.23,1786
5755,1.05,Very Good,I,SI2,62.3,59.0,6.42,6.46,4.01,3742
21013,0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922
4301,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.34,2.69,475
21641,1.21,Ideal,D,VVS2,62.8,55.0,6.77,6.84,4.26,12657
25070,0.29,Ideal,G,SI1,,54.0,4.25,4.29,2.65,420
10949,0.34,Very Good,F,VS2,62.5,57.5,4.4,4.45,2.77,730
8342,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
15295,0.43,Ideal,I,SI1,60.9,57.0,4.88,4.9,2.98,852
5138,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,2285
15624,0.72,Very Good,G,SI1,63.1,57.0,5.66,5.72,3.59,2353
19189,0.32,Ideal,H,VS1,63.0,57.0,4.39,4.37,2.76,720
22869,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2821
20433,1.01,Ideal,H,SI1,61.9,58.0,6.42,6.48,3.99,4767
16534,0.35,Ideal,H,VVS1,61.7,56.0,4.55,4.53,2.8,1024
23087,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2404
16240,0.31,Ideal,D,SI1,61.4,55.0,4.38,4.35,2.68,732
4857,0.31,Ideal,D,VS2,62.0,55.0,4.35,4.33,2.69,942
8140,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34,2370
2707,1.01,Ideal,H,VS2,62.1,54.0,6.5,6.44,4.02,4909
25246,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
13623,0.72,Very Good,I,VS1,60.7,56.0,5.78,5.82,3.52,2401
6727,1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21,7611
21408,1.01,Good,G,VS2,63.2,57.0,6.3,6.35,4.0,5599
8179,0.36,Very Good,E,VS2,60.4,58.0,4.58,4.62,2.78,677
7576,1.04,Premium,F,SI1,62.2,60.0,6.48,6.44,4.02,5300
24985,0.3,Premium,G,VS1,61.9,59.0,4.32,4.3,2.67,776
23830,1.29,Premium,F,VS1,60.9,58.0,7.01,6.97,4.26,10530
10597,1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416
10347,0.45,Good,F,VS1,57.6,62.5,5.05,5.09,2.91,1144
14691,1.0,Premium,G,VS2,62.1,57.0,6.43,6.39,3.98,5806
6884,0.44,Premium,E,VVS2,60.0,59.0,4.99,4.95,2.98,1334
16968,0.43,Ideal,F,VVS1,62.1,55.0,4.85,4.81,3.0,1422
5053,1.7,Ideal,F,VS2,62.3,56.0,7.65,7.61,4.75,18055
16171,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,724
23692,0.37,Premium,F,VS2,,59.0,4.63,4.66,2.78,746
16589,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
17245,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,954
6890,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,6196
15591,0.4,Very Good,F,VS2,63.6,56.0,4.66,4.68,2.97,867
7992,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
22443,1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98,5557
9788,0.34,Very Good,F,SI1,59.4,62.0,4.54,4.59,2.71,566
10028,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4788
6750,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,1678
17989,0.9,Ideal,G,VVS1,62.9,56.0,6.11,6.19,3.87,6237
7585,0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71,828
30,0.71,Good,F,SI2,64.0,58.0,5.65,5.59,3.6,1818
12127,0.57,Premium,H,SI1,61.6,58.0,5.37,5.34,3.3,1247
13307,1.06,Very Good,E,SI2,62.1,56.0,6.52,6.59,4.07,4972
5895,1.76,Premium,D,SI1,61.0,60.0,7.76,7.68,4.77,12063
685,0.38,Ideal,E,VVS2,61.9,53.8,4.66,4.7,2.9,1073
16266,0.4,Very Good,D,SI1,63.0,57.0,4.66,4.7,2.95,720
20938,0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75,838
21897,0.26,Premium,D,VS1,60.0,56.0,4.18,4.15,2.5,546
10535,0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,3389
14887,1.05,Premium,G,SI1,59.1,57.0,6.73,6.63,3.95,4510
9423,0.31,Premium,G,SI2,62.3,57.0,4.37,4.33,2.71,523
11197,0.9,Ideal,G,SI2,62.8,54.0,6.11,6.15,3.85,3820
10349,0.9,Good,G,SI1,60.0,61.0,6.19,6.22,3.72,3752
26716,0.37,Premium,D,VVS1,61.4,58.0,4.65,4.63,2.85,1142
18332,1.3,Ideal,H,VVS1,62.8,55.2,6.94,6.97,4.36,9232
807,1.02,Very Good,E,VVS1,62.6,56.0,6.35,6.5,4.02,9498
615,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080
25830,0.57,Ideal,G,SI1,62.0,55.0,5.35,5.32,3.31,1662
25080,0.35,Ideal,E,VVS1,62.0,56.0,4.58,4.51,2.82,1116
17589,1.21,Premium,F,VS1,62.6,59.0,6.81,6.76,4.25,10018
24174,0.3,Premium,F,VS2,61.8,60.0,4.27,4.3,2.65,524
19400,1.31,Ideal,I,VS1,61.8,55.0,7.03,7.05,4.35,8611
20945,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
10761,1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,4953
2855,0.71,Ideal,H,SI2,,57.0,5.66,5.69,3.56,2178
21018,0.94,Premium,H,VS2,60.1,59.0,6.32,6.35,3.81,4629
3484,2.0,Premium,F,SI2,,62.0,8.19,7.84,4.86,11198
2043,1.01,Very Good,G,VVS2,62.1,63.0,6.38,6.31,3.94,6371
9103,0.7,Ideal,F,VS1,61.6,55.0,5.75,5.71,3.53,2874
14371,0.31,Ideal,D,SI1,61.8,56.0,4.34,4.37,2.69,571
13266,1.54,Very Good,I,VS2,62.0,58.0,7.38,7.43,4.59,8537
9191,0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48,2342
5662,0.41,Premium,F,SI1,61.0,60.0,4.77,4.81,2.92,755
3751,1.37,Ideal,G,VS1,61.1,55.0,7.2,7.16,4.39,11009
12345,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,1071
15677,0.38,Ideal,D,VVS2,61.2,57.0,4.66,4.68,2.86,1289
11806,0.32,Ideal,G,IF,,55.0,4.41,4.43,2.73,918
17184,1.01,Ideal,J,SI1,62.8,57.0,6.4,6.44,4.03,3926
4974,0.71,Very Good,E,SI2,61.9,63.0,5.74,5.69,3.54,2375
1575,0.51,Very Good,I,SI2,63.3,58.0,5.09,5.02,3.2,995
5131,1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,5771
8568,0.31,Ideal,G,VVS1,62.5,57.0,4.31,4.36,2.71,816
14625,1.09,Very Good,E,SI2,60.9,59.0,6.61,6.75,4.07,5035
3026,4.01,Premium,J,I1,62.5,62.0,10.02,9.94,6.24,15223
15230,1.51,Fair,H,VS1,58.0,67.0,7.63,7.57,4.41,11263
20319,1.06,Very Good,F,SI1,,57.0,6.58,6.68,4.06,5142
412,0.75,Very Good,E,SI1,62.9,57.0,5.79,5.84,3.66,2753
4490,1.22,Ideal,H,VVS2,61.8,57.0,6.85,6.89,4.25,8014
25534,0.42,Ideal,F,SI1,60.9,55.0,4.84,4.88,2.96,773
10270,0.91,Ideal,I,VS2,62.2,59.0,6.13,6.18,3.83,3726
23201,2.22,Fair,G,SI2,64.4,58.0,8.32,8.15,5.3,12508
5846,0.4,Premium,E,VS2,,59.0,4.81,4.77,2.84,975
2771,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
21849,0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
23296,0.99,Fair,H,VS2,71.6,57.0,5.94,5.8,4.2,3593
18821,1.16,Ideal,F,VVS2,60.5,58.0,6.77,6.85,4.12,10850
25711,0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
17446,0.38,Ideal,E,VS1,60.8,56.0,4.7,4.75,2.86,940
19977,0.23,Good,E,VVS2,62.2,60.0,3.9,3.94,2.44,505
15053,0.36,Ideal,D,SI2,62.0,56.0,4.6,4.56,2.84,689
17094,0.34,Ideal,G,VS2,62.2,55.0,4.47,4.5,2.79,596
14608,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,886
26207,1.21,Good,J,SI2,60.4,56.0,6.84,6.93,4.16,4559
21195,0.5,Premium,E,I1,,60.0,5.18,5.03,3.14,840
16040,0.52,Ideal,F,SI1,62.0,53.0,5.16,5.2,3.21,1223
17873,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4659
24170,0.32,Ideal,E,VS1,61.7,56.0,4.42,4.39,2.72,972
15899,0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,1777
24006,0.53,Ideal,G,VS2,61.2,56.0,5.19,5.22,3.19,1577
24106,1.15,Very Good,D,VS1,62.9,54.0,6.72,6.69,4.22,7978
25610,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,1024
1912,0.37,Premium,D,VVS2,61.0,60.0,4.64,4.61,2.82,1145
21647,1.25,Premium,I,VS1,60.4,59.0,7.01,6.94,4.21,6664
8754,1.01,Very Good,F,SI2,63.2,59.0,6.38,6.35,4.02,4497
20032,1.12,Ideal,H,SI1,62.7,56.0,6.66,6.61,4.16,4290
9231,0.31,Ideal,G,VS2,61.6,54.0,4.39,4.41,2.71,544
24590,0.71,Ideal,F,SI1,62.7,55.0,5.65,5.74,3.57,2346
17002,1.05,Premium,F,SI1,61.6,57.0,6.56,6.53,4.03,5557
23013,0.63,Ideal,G,VS2,61.9,58.0,5.48,5.51,3.4,2320
15561,0.35,Ideal,H,VVS1,62.0,55.0,4.52,4.54,2.81,756
20652,0.3,Premium,F,VS1,61.0,58.0,4.33,4.36,2.65,570
22929,1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179
11479,0.37,Premium,D,VVS2,60.7,59.0,4.63,4.66,2.82,971
19346,1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
18706,0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89,3567
25738,0.34,Very Good,E,SI1,63.3,57.0,4.47,4.44,2.82,714
24389,0.35,Ideal,F,SI1,62.2,56.0,4.48,4.52,2.8,583
15271,0.3,Ideal,G,IF,61.4,57.0,4.3,4.33,2.65,863
9592,0.3,Ideal,H,VVS1,62.3,57.0,4.26,4.28,2.66,665
759,0.54,Ideal,E,VS2,60.5,56.0,5.26,5.28,3.19,1754
19203,0.31,Ideal,D,VVS2,61.6,56.0,4.34,4.38,2.69,766
3627,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
6404,1.01,Very Good,E,SI2,63.3,57.0,6.39,6.31,4.02,4270
14084,1.01,Good,E,SI2,63.7,58.0,6.36,6.32,4.04,4751
14175,1.5,Very Good,I,VS2,63.3,55.0,7.3,7.26,4.61,9533
15537,0.3,Ideal,D,VS2,61.4,55.0,4.34,4.32,2.66,911
20267,1.02,Ideal,E,IF,62.6,57.0,6.47,6.41,4.03,11605
5722,1.7,Very Good,H,SI2,60.8,56.0,7.67,7.72,4.68,10255
18524,0.31,Ideal,G,IF,62.8,56.0,4.34,4.39,2.74,786
11194,0.52,Very Good,G,VS1,60.2,57.0,5.22,5.26,3.15,1618
17965,0.53,Ideal,G,VVS2,61.7,56.0,5.2,5.23,3.22,1948
25914,1.52,Good,J,VVS2,57.9,62.0,7.61,7.63,4.41,8861
24369,0.5,Good,E,VS2,63.1,61.0,5.0,5.05,3.17,1419
4754,0.39,Ideal,E,SI2,61.0,55.0,4.74,4.77,2.9,614
3989,1.01,Very Good,E,VVS2,63.4,56.0,6.32,6.37,4.02,9642
13564,0.51,Ideal,H,IF,60.3,58.0,5.15,5.17,3.11,1899
25916,0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,2006
775,0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,875
400,0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,720
6130,0.36,Very Good,D,VS2,64.0,56.0,4.49,4.51,2.88,759
5136,1.33,Very Good,I,SI1,62.6,56.0,6.97,7.03,4.38,6513
21350,0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,3318
24234,0.82,Very Good,H,SI1,63.6,56.0,5.9,5.95,3.77,2908
17827,1.21,Very Good,H,SI2,62.1,60.0,6.77,6.82,4.22,5190
8533,0.4,Ideal,I,SI1,61.2,55.0,4.77,4.8,2.93,692
21984,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
20167,0.35,Ideal,G,IF,61.4,55.0,4.59,4.56,2.81,1116
16527,0.24,Ideal,G,IF,61.6,57.0,3.99,4.02,2.46,559
7423,1.0,Premium,F,SI1,62.6,60.0,6.32,6.3,3.95,5292
14529,0.59,Ideal,E,SI1,61.1,56.0,5.38,5.44,3.31,1790
18825,0.93,Ideal,H,VS2,61.5,57.0,6.3,6.26,3.86,4218
25958,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,10719
13166,0.33,Ideal,D,VS2,61.5,56.0,4.47,4.5,2.76,940
6299,0.38,Premium,E,VS2,61.8,58.0,4.64,4.61,2.86,1112
17946,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,666
4329,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1155
26595,1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16,6319
4132,2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,13691
23211,1.52,Premium,H,VS2,59.4,59.0,7.45,7.49,4.44,11105
15139,0.42,Ideal,G,VVS2,61.4,54.0,4.81,4.9,2.98,962
13057,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1713
23642,0.4,Premium,D,SI2,61.6,59.0,4.74,4.68,2.9,855
764,1.34,Ideal,J,VS1,62.0,57.0,7.12,7.04,4.39,6010
3481,0.3,Ideal,H,VS1,61.6,57.0,4.33,4.3,2.66,675
15792,0.4,Premium,E,VS2,62.5,58.0,4.73,4.65,2.93,975
20117,1.01,Fair,E,SI1,69.5,55.0,6.0,5.94,4.15,4853
6096,1.02,Ideal,H,SI2,61.4,58.0,6.47,6.52,3.99,4766
13253,1.21,Ideal,E,SI1,61.9,57.0,6.88,6.79,4.23,7424
24595,0.7,Very Good,G,SI1,64.3,56.0,5.56,5.58,3.58,2517
25721,0.54,Ideal,G,VVS2,61.0,56.0,5.3,5.25,3.22,2090
17784,1.21,Fair,J,SI2,64.6,59.0,6.74,6.64,4.32,3984
19572,1.01,Premium,G,VS2,61.5,56.0,6.47,6.41,3.96,5864
2532,1.7,Premium,F,SI2,61.8,60.0,7.64,7.56,4.7,10377
16330,1.04,Good,E,SI2,62.3,62.0,6.4,6.44,4.0,4290
22332,0.51,Ideal,E,VS1,61.8,55.0,5.15,5.18,3.19,1697
16226,0.7,Fair,E,SI2,58.7,68.0,5.77,5.72,3.37,1723
13463,0.9,Very Good,G,VS2,61.9,56.0,6.17,6.23,3.84,4269
8785,0.4,Ideal,D,VS1,62.2,57.0,4.71,4.74,2.94,1043
15256,0.5,Ideal,I,VS1,61.0,57.0,5.11,5.13,3.12,1266
5762,0.8,Ideal,F,VS2,60.9,57.0,5.98,6.04,3.66,4043
207,1.2,Premium,E,VS2,62.2,59.0,6.82,6.78,4.23,8602
12132,0.26,Good,H,VVS2,63.3,58.0,4.04,4.08,2.57,468
12461,0.52,Ideal,H,VS1,62.4,55.0,5.19,5.17,3.23,1577
13377,0.32,Ideal,E,VVS2,61.4,54.0,4.44,4.45,2.73,843
8916,0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87,568
6497,0.36,Ideal,F,VS2,62.0,55.0,4.55,4.58,2.83,726
13879,1.17,Very Good,H,SI2,63.1,58.0,6.72,6.64,4.22,4455
7863,0.3,Good,D,VVS2,63.5,58.0,4.23,4.31,2.71,787
1139,0.3,Ideal,I,VVS1,61.1,57.0,4.32,4.36,2.65,552
19614,1.0,Premium,D,SI1,61.3,54.0,6.39,6.37,3.91,5488
8301,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69,608
10828,2.2,Premium,H,SI1,61.2,59.0,8.42,8.37,0.0,17265
4354,0.9,Very Good,G,SI2,62.0,59.0,6.14,6.19,3.82,3445
21913,0.47,Ideal,E,VVS2,61.6,56.0,4.97,5.01,3.07,2113
22711,1.2,Premium,F,VS2,61.4,58.0,6.8,6.75,4.16,6182
12971,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,681
8493,1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,5624
10969,0.31,Premium,G,SI2,61.3,58.0,4.4,4.37,2.69,523
4544,1.05,Premium,G,SI2,61.6,60.0,6.56,6.49,4.02,4318
9652,1.5,Premium,I,VS1,62.7,59.0,7.3,7.25,4.56,10080
9303,1.6,Ideal,J,VS1,62.0,53.0,7.57,7.56,4.69,10011
17106,1.02,Very Good,F,SI1,63.1,55.0,6.45,6.38,4.05,5058
26061,0.82,Ideal,G,SI2,61.0,55.0,6.04,5.99,3.67,2165
23751,0.25,Ideal,H,SI1,62.8,54.0,4.05,4.07,2.55,357
21505,0.23,Very Good,F,VVS2,62.0,58.0,3.89,3.92,2.42,530
12467,0.54,Ideal,D,SI1,62.9,57.0,5.22,5.17,3.27,1786
26110,0.5,Ideal,F,VVS2,62.2,54.0,5.11,5.09,3.17,2160
13007,0.34,Ideal,H,VS1,62.4,55.0,4.48,4.5,2.8,615
5751,2.01,Ideal,H,SI1,65.1,56.0,7.91,7.84,5.12,16733
6574,1.3,Ideal,E,IF,62.3,54.0,6.97,7.03,4.36,15874
1736,1.1,Premium,I,SI2,,62.0,6.75,6.7,3.99,3271
10994,0.38,Premium,I,VS2,61.8,59.0,4.64,4.61,2.86,812
1985,1.01,Premium,G,VS2,61.2,57.0,6.46,6.41,3.94,5701
3396,0.83,Premium,F,SI2,61.4,59.0,6.08,6.04,3.72,2840
7835,1.01,Good,D,VS2,62.5,62.0,6.26,6.34,3.94,6563
540,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395
5034,0.8,Ideal,F,VVS2,61.6,57.0,5.97,5.94,3.67,4140
4032,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
16562,0.5,Good,G,VVS2,64.1,56.0,5.06,5.02,3.23,1791
2205,0.38,Very Good,E,VS1,61.5,58.0,4.64,4.69,2.87,1000
25551,0.3,Premium,D,SI1,63.0,58.0,4.27,4.24,2.68,709
24112,1.27,Premium,H,VS2,60.0,61.0,7.03,6.99,4.26,7503
5918,0.31,Premium,E,SI1,62.6,60.0,4.35,4.31,2.71,698
20330,0.34,Ideal,G,VS2,61.5,56.0,4.47,4.5,2.76,596
20172,0.7,Premium,F,SI1,61.3,59.0,5.71,5.74,3.51,2161
9349,1.01,Very Good,H,VS2,,61.0,6.32,6.24,3.99,5050
10232,0.26,Very Good,G,VVS2,62.2,56.0,4.08,4.1,2.54,426
11914,0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,2930
69,0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11,1359
4038,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,1257
23256,0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94,975
14359,1.18,Ideal,H,SI2,62.2,56.0,6.74,6.76,4.2,5657
5160,0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,3181
4897,1.2,Ideal,J,VS2,62.2,54.0,6.84,6.8,4.24,4106
17467,0.42,Ideal,D,VVS2,62.6,56.0,4.79,4.77,2.99,1389
20930,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,432
9862,0.41,Premium,G,SI1,62.5,58.0,4.75,4.78,2.98,719
21529,0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,898
3332,1.07,Premium,I,VS2,60.7,58.0,6.62,6.66,4.03,4491
23192,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1447
16539,3.0,Good,I,I1,57.0,64.0,9.38,9.31,5.33,10863
26091,1.5,Very Good,F,VS1,61.9,58.0,7.34,7.4,4.56,15508
9379,0.35,Ideal,D,VVS1,62.0,54.0,4.56,4.57,2.83,1266
10308,1.66,Ideal,H,IF,61.5,57.0,7.62,7.59,4.68,14859
22993,1.51,Very Good,F,VS1,,63.0,7.34,7.43,4.4,14673
13547,0.35,Ideal,E,SI2,61.4,56.0,4.51,4.55,2.78,491
14421,0.59,Ideal,E,SI1,61.4,56.0,5.36,5.39,3.3,1664
3646,1.07,Premium,G,I1,62.3,60.0,6.55,6.51,4.07,3547
18863,1.0,Very Good,G,SI2,,60.0,6.31,6.36,3.95,4142
1608,1.03,Ideal,D,SI2,62.8,56.0,6.46,6.43,4.05,4764
7632,1.5,Premium,E,I1,61.5,58.0,7.38,7.2,4.5,4032
25215,1.02,Good,H,SI1,57.1,61.0,6.66,6.57,3.78,4167
8459,0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247
3298,0.6,Ideal,F,VS2,61.9,57.0,5.39,5.43,3.35,1970
12525,0.76,Ideal,H,VVS1,61.9,54.0,5.87,5.9,3.64,3648
2997,1.5,Very Good,I,VS2,60.1,60.0,7.38,7.35,4.43,8974
2477,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,8930
757,2.11,Premium,H,VS2,60.8,61.0,8.32,8.28,5.05,16395
1254,0.9,Very Good,E,SI2,59.5,61.0,6.24,6.3,3.73,3139
26438,1.09,Ideal,H,SI1,61.1,57.0,6.6,6.69,4.1,5125
16769,1.05,Very Good,G,VS1,62.3,56.0,6.45,6.51,4.04,7010
4664,1.01,Premium,G,VS2,59.0,61.0,6.62,6.56,3.89,5946
26577,1.19,Good,D,VS1,63.8,55.0,6.68,6.64,4.25,7437
